# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-a" "data/sacCer3.ensGene.gtf" "-o" "data/sacCer.featureCounts.tsv" "bam/WT_C_1.bam" "bam/WT_C_2.bam" "bam/WT_C_3.bam" "bam/WT_E_1.bam" "bam/WT_E_2.bam" "bam/WT_E_3.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/WT_C_1.bam	bam/WT_C_2.bam	bam/WT_C_3.bam	bam/WT_E_1.bam	bam/WT_E_2.bam	bam/WT_E_3.bam
YMR219W	chrXIII	707133	712109	+	4977	566	484	664	1453	1513	1373
YMR220W	chrXIII	712316	713671	+	1356	2379	2119	1966	2422	2107	2204
YMR221C	chrXIII	713931	715445	-	1515	1145	819	898	531	526	697
YMR222C	chrXIII	715638	716309	-	672	439	359	380	576	851	922
YMR223W	chrXIII	716715	718130	+	1416	463	493	701	522	351	462
YMR224C	chrXIII	718575	720653	-	2079	312	217	336	455	519	547
YMR225C	chrXIII;chrXIII	720960;721346	721198;721403	-;-	297	924	919	1083	2077	1616	1492
YMR226C	chrXIII	721593	722396	-	804	6764	6834	5008	11884	10271	9206
YMR227C	chrXIII	722613	724385	-	1773	628	569	572	834	784	844
YMR228W	chrXIII	724626	725651	+	1026	780	816	705	1211	1061	818
YMR229C	chrXIII	725934	731123	-	5190	2478	2556	2377	1093	402	344
YMR230W	chrXIII;chrXIII	732414;732876	732465;733141	+;+	318	12871	14611	12421	5744	3986	5562
YMR230W-A	chrXIII	733268	733456	+	189	11	26	46	3	7	5
YMR231W	chrXIII	733545	736634	+	3090	396	332	482	558	526	554
YMR232W	chrXIII	736926	738959	+	2034	40	58	71	62	116	116
YMR233W	chrXIII	739185	739865	+	681	998	1005	830	743	697	582
YMR234W	chrXIII	740266	741312	+	1047	521	461	593	603	723	706
YMR235C	chrXIII	741512	742735	-	1224	3936	3048	4211	2465	2449	3163
YMR236W	chrXIII	742971	743444	+	474	1480	1569	1317	1115	1614	1438
YMR237W	chrXIII	743749	745923	+	2175	1094	924	1363	1630	2052	1823
YMR238W	chrXIII	746353	747729	+	1377	2185	1891	1686	4072	3616	1952
tR(UCU)M1	chrXIII	747892	747963	-	72	7	12	8	0	6	2
YMR239C	chrXIII	748262	749677	-	1416	1030	904	1087	442	141	264
YMR240C	chrXIII	749930	751240	-	1311	718	667	738	1074	1071	997
YMR241W	chrXIII	751961	752905	+	945	5728	6013	5460	1963	1186	2057
YMR242C	chrXIII	753225	753742	-	518	11470	9023	11127	3142	1365	2513
YMR242W-A	chrXIII	754297	754386	+	90	47	17	29	18	16	17
YMR243C	chrXIII	754838	756166	-	1329	3772	2791	3661	1774	1188	1870
YMR244W	chrXIII	757250	758317	+	1068	40	52	30	31	18	23
YMR244C-A	chrXIII	758517	758831	-	315	72	49	44	162	220	113
YMR245W	chrXIII	758563	759183	+	621	117	114	78	228	197	195
YMR246W	chrXIII	759807	761891	+	2085	2540	1711	1845	12137	5449	3620
snR86	chrXIII	762110	763113	-	1004	638	844	994	548	512	501
YMR247C	chrXIII	763351	768039	-	4689	844	951	962	891	876	778
tA(AGC)M2	chrXIII	768369	768441	-	73	0	4	2	0	0	0
YMR247W-A	chrXIII	769283	769426	+	144	17	8	66	42	53	100
YMR250W	chrXIII	770801	772558	+	1758	801	939	2000	13273	19919	22335
YMR251W	chrXIII	772915	774015	+	1101	149	75	174	135	156	193
YMR251W-A	chrXIII	774752	774931	+	180	9774	11217	9388	10058	13139	14280
YMR252C	chrXIII	775315	775719	-	405	253	254	345	325	630	618
YMR253C	chrXIII	775946	777190	-	1245	522	452	607	659	734	1107
YMR254C	chrXIII	777615	777923	-	309	46	27	69	55	65	109
YMR255W	chrXIII	778001	778567	+	567	1592	1477	1463	2081	2301	1689
YMR256C	chrXIII	778945	779127	-	183	2392	2876	1620	3507	3568	2749
YMR257C	chrXIII	779629	782031	-	2403	338	276	427	510	541	583
YMR258C	chrXIII	782620	784281	-	1662	870	794	1012	2041	2862	2285
YMR259C	chrXIII	784621	788883	-	4263	930	844	766	1093	461	506
YMR260C	chrXIII	789378	789839	-	462	6374	6203	6519	2525	1839	2820
YMR261C	chrXIII	790205	793369	-	3165	1015	881	1794	1342	3210	2998
YMR262W	chrXIII	793726	794667	+	942	590	622	1158	581	1485	1510
YMR263W	chrXIII	794919	795524	+	606	1587	2076	1507	1792	953	1098
YMR264W	chrXIII	795805	796416	+	612	1919	2563	2299	2498	2739	3166
YMR265C	chrXIII	796540	797925	-	1386	616	524	756	534	385	516
YMR266W	chrXIII	798518	801379	+	2862	1543	1452	1963	1156	1055	643
YMR267W	chrXIII	801772	802704	+	933	1124	1105	1061	3385	3392	2360
YMR268C	chrXIII	802888	804222	-	1335	335	208	294	235	228	243
YMR269W	chrXIII	804456	805091	+	636	561	563	522	354	246	244
YMR270C	chrXIII	805326	806423	-	1098	1344	1430	1464	762	793	1059
YMR271C	chrXIII	806865	807548	-	684	1055	1291	784	3809	3462	4208
tQ(CUG)M	chrXIII	808246	808317	-	72	0	5	1	0	0	0
YMR272C	chrXIII	809623	810777	-	1155	3396	2573	3042	5188	3795	4959
YMR272W-A	chrXIII	810466	810579	+	114	0	0	0	0	0	0
YMR272W-B	chrXIII	811089	811196	+	108	3	2	1	0	4	4
YMR273C	chrXIII	811233	813980	-	2748	393	266	382	522	544	802
YMR274C	chrXIII	814364	815311	-	948	520	461	486	226	267	268
YMR275C	chrXIII	815651	818581	-	2931	601	456	647	829	1071	881
YMR276W	chrXIII	818827	819948	+	1122	1044	1616	1556	2930	3488	3830
YMR277W	chrXIII	820256	822454	+	2199	1024	668	854	729	763	957
YMR278W	chrXIII	822763	824631	+	1869	939	839	997	2288	2156	2119
YMR279C	chrXIII	824729	826351	-	1623	126	85	97	169	419	399
YMR280C	chrXIII	827028	831329	-	4302	142	109	127	580	860	671
YMR281W	chrXIII	832339	833253	+	915	479	386	748	666	944	796
YMR282C	chrXIII	833356	835098	-	1743	943	1013	1111	1133	1137	1216
YMR283C	chrXIII	835326	836867	-	1542	764	703	676	542	436	359
tY(GUA)M2	chrXIII;chrXIII	837928;837981	837966;838016	+;+	75	5	1	1	0	0	0
YMR284W	chrXIII	838187	839995	+	1809	480	581	867	1029	1291	1421
YMR285C	chrXIII	840144	841691	-	1548	738	666	922	701	778	906
YMR286W	chrXIII	841942	842202	+	261	1224	1376	1353	2193	2254	1948
YMR287C	chrXIII	842436	845345	-	2910	553	541	572	1068	1061	798
YMR288W	chrXIII	845571	848486	+	2916	436	364	475	478	460	460
YMR289W	chrXIII	848685	849809	+	1125	1318	1303	1122	2167	1752	1952
YMR290C	chrXIII	850074	851591	-	1518	1825	1254	1359	529	151	224
YMR290W-A	chrXIII	851422	851769	+	348	11	14	3	28	28	24
YMR291W	chrXIII	852630	854390	+	1761	667	526	1129	679	987	1157
YMR292W	chrXIII;chrXIII	854795;854899	854816;855293	+;+	417	809	928	938	312	403	356
YMR293C	chrXIII	855399	856793	-	1395	505	542	619	1276	1535	1178
YMR294W	chrXIII	856966	858087	+	1122	785	795	668	656	788	830
YMR294W-A	chrXIII	858209	858568	+	360	206	244	246	435	460	286
YMR295C	chrXIII	858297	858890	-	594	3101	3077	2704	4860	4847	3711
YMR296C	chrXIII	859215	860891	-	1677	1745	1169	1419	1411	1126	1289
YMR297W	chrXIII	861922	863520	+	1599	7264	5787	7860	23662	24830	26728
YMR298W	chrXIII	863819	864271	+	453	938	805	903	971	1392	1348
YMR299C	chrXIII	864412	865350	-	939	652	759	674	794	742	800
YMR300C	chrXIII	865559	867091	-	1533	728	756	874	725	706	866
YMR301C	chrXIII	867555	869627	-	2073	638	624	600	484	330	355
YMR302C	chrXIII	870073	872625	-	2553	1321	1406	1530	3681	3973	2927
YMR303C	chrXIII	873291	874337	-	1047	212	227	242	152	105	106
YMR304W	chrXIII	874987	878679	+	3693	537	520	801	1430	1648	1688
YMR304C-A	chrXIII	878780	879130	-	351	177	218	186	243	360	134
YMR305C	chrXIII	879063	880232	-	1170	4212	3699	3692	4234	2925	998
YMR306W	chrXIII	881159	886516	+	5358	115	130	163	248	174	120
YMR306C-A	chrXIII	886183	886572	-	390	4	8	1	14	13	7
YMR307W	chrXIII	887003	888682	+	1680	11098	7827	10063	7191	2927	3721
YMR307C-A	chrXIII	887731	887925	-	195	0	0	0	0	0	0
YMR308C	chrXIII	888952	892221	-	3270	2631	2411	2583	2028	1166	1467
YMR309C	chrXIII	892988	895426	-	2439	2029	2119	1978	1681	564	711
YMR310C	chrXIII	895716	896669	-	954	511	310	316	313	123	158
YMR311C	chrXIII	896914	897603	-	690	2982	3137	3868	7455	8347	8123
YMR312W	chrXIII	898405	899226	+	822	534	415	495	410	377	415
YMR313C	chrXIII	899379	901307	-	1929	727	508	1010	788	864	1035
YMR314W	chrXIII	901709	902413	+	705	5721	6152	5895	11077	10189	8889
YMR315W	chrXIII	902800	903849	+	1050	2648	2524	3868	6894	7945	12280
YMR315W-A	chrXIII	904286	904393	+	108	4	24	16	86	77	19
YMR316W	chrXIII	904825	905835	+	1011	2634	2991	2392	3532	2996	2287
YMR316C-A	chrXIII	905662	905973	-	312	10	17	18	17	44	13
YMR316C-B	chrXIII	907321	907629	-	309	3	6	4	8	5	6
YMR317W	chrXIII	907364	910786	+	3423	204	146	201	372	373	532
YMR318C	chrXIII	911061	912143	-	1083	3899	3504	4740	3209	2377	3447
YMR319C	chrXIII	912880	914538	-	1659	2905	2833	2187	1512	1069	408
YMR320W	chrXIII	916746	917051	+	306	17	28	217	37	38	93
YMR321C	chrXIII	917579	917896	-	318	3	2	62	0	0	14
YMR322C	chrXIII	918366	919079	-	714	0	2	13	0	0	55
YMR323W	chrXIII	920088	921401	+	1314	0	0	6	1	2	12
YMR324C	chrXIII	922202	922444	-	243	0	0	0	0	0	0
YMR325W	chrXIII	922641	923015	+	375	0	0	0	0	0	0
YMR326C	chrXIII	923494	923802	-	309	0	0	0	0	0	0
YBL113C	chrII	280	2658	-	2379	122	102	63	172	241	35
YBL113W-A	chrII	646	1128	+	483	0	0	0	0	0	0
YBL112C	chrII	2582	2899	-	318	0	0	0	0	0	0
YBL111C	chrII;chrII	2907;4216	4116;5009	-;-	2004	2	0	0	1	0	0
YBL109W	chrII	5790	6125	+	336	2	0	2	0	0	2
YBL108C-A	chrII	7605	7733	-	129	0	2	0	8	4	1
YBL108W	chrII	8177	8482	+	306	2	0	0	0	0	2
YBL107W-A	chrII	9268	9372	+	105	0	0	1	0	1	1
tL(UAA)B1	chrII	9583	9666	+	84	2	0	2	0	0	0
YBL107C	chrII	9961	10551	-	591	1149	1326	1092	3058	2247	1238
YBL106C	chrII	10847	13879	-	3033	349	338	319	353	537	398
YBL105C	chrII	14241	17696	-	3456	909	597	1093	1165	1153	1272
YBL104C	chrII	18177	21293	-	3117	446	355	444	690	562	549
YBL103C	chrII	22076	23536	-	1461	881	712	1027	799	818	977
YBL102W	chrII	24098	24745	+	648	2364	2562	2408	1247	2427	2748
YBL101C	chrII	24946	28299	-	3354	231	202	315	577	915	712
YBL100W-C	chrII	28427	28546	+	120	13	9	7	38	26	29
YBL100W-A	chrII	29935	31251	+	1317	0	0	0	0	0	0
YBL100W-B	chrII	29935	35248	+	5314	114	132	82	219	182	135
tF(GAA)B	chrII;chrII	36398;36453	36434;36488	+;+	73	0	0	0	0	0	0
YBL100C	chrII	36989	37303	-	315	150	104	137	297	245	338
YBL099W	chrII	37053	38690	+	1638	4345	3694	3848	9546	9813	10193
YBL098W	chrII	39145	40527	+	1383	1262	1365	758	1138	1078	572
YBL097W	chrII	40831	43095	+	2265	182	135	133	102	94	115
YBL096C	chrII	43174	43482	-	309	5	14	6	6	13	4
YBL095W	chrII	43277	44089	+	813	201	289	150	318	419	252
YBL094C	chrII	43765	44097	-	333	5	3	5	5	13	8
YBL093C	chrII	44256	44918	-	663	1758	1883	1969	4824	4418	3740
YBL092W	chrII	45978	46370	+	393	22094	20742	21877	8926	5974	8914
YBL091C-A	chrII;chrII	46565;47147	47058;47180	-;-	528	431	334	438	904	1508	1426
YBL091C	chrII	47363	48628	-	1266	2050	1370	2306	2484	2883	3575
YBL090W	chrII	48825	49358	+	534	1530	1779	1460	3598	3649	2258
YBL089W	chrII	49574	50953	+	1380	520	458	496	641	671	673
YBL088C	chrII	51019	59382	-	8364	544	494	518	724	752	542
YBL087C	chrII;chrII	59822;60698	60193;60739	-;-	414	16030	18403	14966	5656	3607	6206
YBL086C	chrII	61202	62602	-	1401	647	527	1054	415	1384	1657
YBL085W	chrII	63876	66818	+	2943	1452	1084	1449	641	1139	1141
YBL084C	chrII	67169	69445	-	2277	564	384	673	310	500	668
YBL083C	chrII	69713	70138	-	426	3	5	6	0	1	0
YBL082C	chrII	69751	71127	-	1377	503	391	464	168	180	196
YBL081W	chrII	71866	72972	+	1107	303	261	245	109	66	110
YBL080C	chrII	73070	74695	-	1626	499	512	516	911	1213	951
YBL079W	chrII	75259	79767	+	4509	1231	1245	1332	1179	870	898
YBL078C	chrII	80378	80731	-	354	438	414	686	2561	3267	2743
YBL077W	chrII	80897	81328	+	432	34	65	40	18	22	11
YBL076C	chrII	81043	84261	-	3219	6534	5835	7627	3058	1623	2283
YBL075C	chrII	84499	86448	-	1950	301	284	415	8263	14022	8075
YBL074C	chrII	86722	87789	-	1068	59	60	94	104	76	124
YBL073W	chrII	87646	87957	+	312	2	4	4	11	2	13
snR56	chrII	88190	88277	+	88	12	20	30	5	8	16
YBL072C	chrII	88523	89125	-	603	12335	11454	11235	4864	2872	4881
YBL071C-B	chrII	89458	89556	-	99	12	4	4	10	8	4
YBL071W-A	chrII	89978	90226	+	249	184	145	163	247	90	122
YBL071C	chrII	90223	90531	-	309	170	122	96	162	98	119
YBL070C	chrII	90605	90925	-	321	6	4	7	11	4	3
YBL069W	chrII	90741	92030	+	1290	478	456	565	2186	288	364
YBL068W-A	chrII	91794	92030	+	237	0	0	0	0	0	0
YBL068W	chrII	92414	93394	+	981	1072	953	785	608	433	387
YBL067C	chrII	93639	95882	-	2244	682	586	700	849	878	688
YBL066C	chrII	96669	100115	-	3447	243	186	236	484	446	551
YBL065W	chrII	99963	100307	+	345	2	0	5	15	30	20
YBL064C	chrII	100371	101156	-	786	1354	1202	2184	15740	19333	16060
YBL063W	chrII	101886	105221	+	3336	411	455	468	427	486	386
YBL062W	chrII	105308	105688	+	381	3	4	1	3	5	2
YBL061C	chrII	105316	107406	-	2091	785	598	756	433	435	511
YBL060W	chrII	107932	109995	+	2064	405	335	343	576	625	592
YBL059C-A	chrII;chrII	110125;110506	110420;110539	-;-	330	941	1158	897	2969	2799	2320
YBL059W	chrII;chrII	110594;110949	110879;111244	+;+	582	260	324	219	558	623	516
YBL058W	chrII	111437	112708	+	1272	2918	2218	3285	5039	5841	5872
YBL057C	chrII	112801	113427	-	627	2079	2252	2068	1680	1717	1739
YBL056W	chrII	113762	115168	+	1407	3336	3049	4077	4401	4335	5010
YBL055C	chrII	115573	116829	-	1257	1163	1235	1418	1104	729	728
YBL054W	chrII	117589	119166	+	1578	657	513	481	569	158	112
YBL053W	chrII	119335	119709	+	375	2	1	6	0	2	4
YBL052C	chrII	119379	121874	-	2496	480	431	576	362	301	514
YBL051C	chrII	122753	124759	-	2007	649	513	606	698	619	905
YBL050W	chrII;chrII	125125;125271	125154;126119	+;+	879	2527	2613	3195	5256	6055	5379
YBL049W	chrII	126828	127244	+	417	202	230	213	2785	2766	1808
YBL048W	chrII	127299	127610	+	312	65	64	90	705	794	448
YBL047C	chrII	127895	132040	-	4146	2169	2043	2332	4795	5480	4990
YBL046W	chrII	132424	133749	+	1326	697	525	698	469	668	728
YBL045C	chrII	134143	135516	-	1374	4980	5029	3750	10577	10515	10524
YBL044W	chrII	135998	136366	+	369	3	3	4	5	10	8
YBL043W	chrII	136688	137461	+	774	1185	1473	536	6886	2766	1223
YBL042C	chrII	138341	140260	-	1920	1495	1106	600	1211	298	543
YBL041W	chrII	141247	141972	+	726	3749	2947	3276	7118	7323	6324
YBL040C	chrII;chrII	142112;142847	142749;142868	-;-	660	2240	2774	2436	2370	3141	2767
YBL039W-B	chrII	143393	143572	+	180	168	265	253	698	1012	936
YBL039C	chrII	143989	145728	-	1740	2555	2583	2558	518	69	256
YBL039C-A	chrII	144948	145031	-	84	0	0	0	0	0	0
YBL038W	chrII	146187	146885	+	699	1992	2416	1888	4883	5062	3909
YBL037W	chrII	147209	150286	+	3078	411	324	400	573	673	672
YBL036C	chrII	150447	151220	-	774	1770	2099	2087	2527	2092	2376
YBL035C	chrII	151493	153610	-	2118	385	383	312	266	222	182
YBL034C	chrII	153848	158389	-	4542	311	346	368	367	382	309
YBL033C	chrII	158656	159693	-	1038	1358	1070	939	3114	3040	1979
YBL032W	chrII	160184	161329	+	1146	1081	969	1457	1159	1551	1548
YBL031W	chrII	161699	162715	+	1017	182	104	157	54	100	120
YBL030C	chrII	163041	163997	-	957	4147	3398	3088	7870	7167	7928
YBL029C-A	chrII	164488	164772	-	285	1089	1222	882	1506	2323	2155
YBL029W	chrII	166134	167264	+	1131	720	645	357	661	1055	1239
YBL028C	chrII	167518	167838	-	321	2281	2642	1824	564	214	345
YBL027W	chrII;chrII	168423;168809	168424;169376	+;+	570	24142	20654	21445	8566	5837	9085
YBL026W	chrII;chrII	170623;170805	170676;171038	+;+	288	1774	2161	2197	2347	1933	1947
YBL025W	chrII	171481	171918	+	438	350	367	344	466	458	461
YBL024W	chrII	172534	174588	+	2055	1966	1343	1104	1085	664	558
YBL023C	chrII	174920	177526	-	2607	626	686	613	621	744	613
YBL022C	chrII	177874	181275	-	3402	1966	1869	2144	6906	6122	4431
YBL021C	chrII	181660	182094	-	435	801	979	791	1164	1035	852
YBL020W	chrII	182401	184125	+	1725	527	369	561	476	366	384
YBL019W	chrII	184353	185915	+	1563	438	506	570	1028	1078	1044
YBL018C	chrII;chrII	185998;186428	186352;186474	-;-	402	1028	1147	928	516	439	417
YBL017C	chrII	186844	191583	-	4740	1263	1450	1933	1796	2330	2100
YBL016W	chrII	192451	193512	+	1062	1238	953	753	955	957	615
YBL015W	chrII	194122	195702	+	1581	715	719	1069	3831	5161	5562
tI(AAU)B	chrII	197494	197567	+	74	2	4	2	0	0	0
tG(GCC)B	chrII	197629	197699	-	71	0	0	0	0	0	0
YBL014C	chrII	199064	201748	-	2685	384	404	528	367	297	349
YBL013W	chrII	202056	203261	+	1206	22	7	31	27	19	78
YBL012C	chrII	203406	203807	-	402	4	1	12	6	13	13
YBL011W	chrII	203538	205817	+	2280	814	670	1147	1061	1935	1669
YBL010C	chrII	206107	206949	-	843	516	439	541	345	364	389
YBL009W	chrII	207194	209224	+	2031	730	500	514	182	151	127
YBL008W-A	chrII	209409	209648	+	240	1	0	1	4	3	3
YBL008W	chrII	209653	212175	+	2523	473	376	368	708	550	474
YBL007C	chrII	212632	216366	-	3735	1851	1618	1856	2186	2414	2916
YBL006C	chrII	216587	217129	-	543	1310	1434	1590	1650	1831	2134
YBL006W-A	chrII	216711	216860	+	150	0	0	0	0	0	0
YBL005W	chrII	217470	220400	+	2931	622	526	677	1474	1569	1244
YBL005W-B	chrII	221330	226598	+	5269	449	545	753	1221	769	777
YBL005W-A	chrII	221330	222652	+	1323	0	0	0	0	0	0
tS(AGA)B	chrII	227075	227156	+	82	0	2	0	0	0	2
YBL004W	chrII	227636	235117	+	7482	1390	1652	1488	666	295	226
YBL003C	chrII	235394	235792	-	399	12244	14909	10558	2998	2199	1862
YBL002W	chrII	236492	236887	+	396	7035	6043	6470	1342	1088	1200
YBL001C	chrII	237153	237467	-	315	3013	3508	3328	7724	8196	8880
YBR001C	chrII	238941	241283	-	2343	486	435	641	2614	3736	3722
YBR002C	chrII	241708	242568	-	861	1051	816	971	873	755	885
YBR003W	chrII	242809	244230	+	1422	1187	890	1383	2928	3743	2684
YBR004C	chrII	244366	245667	-	1302	819	842	900	1410	781	614
YBR005W	chrII	245906	246547	+	642	1187	1197	1418	894	1270	1008
YBR006W	chrII	247010	248503	+	1494	1633	1809	3241	10042	6676	7772
YBR007C	chrII	248806	251016	-	2211	569	497	408	447	447	443
YBR008C	chrII	252563	254209	-	1647	485	424	307	385	428	352
YBR009C	chrII	255373	255684	-	312	11463	13622	10508	5476	7152	5259
YBR010W	chrII	256331	256741	+	411	11367	13436	10177	7849	7684	6444
YBR011C	chrII	257112	257975	-	864	6030	4274	6885	4849	5225	7419
YBR012C	chrII	259147	259566	-	420	0	0	146	0	0	95
YBR012W-B	chrII	259869	265140	+	5272	53	62	135	122	85	143
YBR012W-A	chrII	259869	261191	+	1323	0	0	0	0	0	0
YBR013C	chrII	265492	265881	-	390	1	4	237	0	0	737
tT(AGU)B	chrII	266378	266450	+	73	3	4	6	0	3	4
YBR014C	chrII	266725	267336	-	612	1875	2290	1978	3401	3511	3992
YBR015C	chrII	267710	269503	-	1794	1606	1216	1471	1245	1374	1507
YBR016W	chrII	270247	270633	+	387	605	493	754	568	1471	1176
YBR017C	chrII	270947	273703	-	2757	1325	1027	1294	1196	1075	1361
YBR018C	chrII	274427	275527	-	1101	24	19	88	70	130	283
YBR019C	chrII	276253	278352	-	2100	67	37	102	171	222	298
YBR020W	chrII	279021	280607	+	1587	54	53	82	78	157	159
YBR021W	chrII	281443	283344	+	1902	749	678	337	489	288	352
YBR022W	chrII	283738	284271	+	534	678	778	624	1496	1919	1672
YBR023C	chrII	284428	287925	-	3498	1069	950	1002	802	850	708
YBR024W	chrII	289445	290350	+	906	602	670	936	3142	2874	2563
YBR025C	chrII	290681	291865	-	1185	12648	10990	12930	5924	4246	5792
YBR026C	chrII	292877	294019	-	1143	1234	1032	1500	6457	8388	7303
YBR027C	chrII	294024	294356	-	333	12	29	26	12	28	24
YBR028C	chrII	294425	296002	-	1578	667	607	604	448	441	668
YBR029C	chrII	296369	297742	-	1374	2731	1977	1710	555	368	598
YBR030W	chrII	298292	299950	+	1659	731	559	719	318	166	237
YBR031W	chrII	300166	301254	+	1089	7776	6400	11996	3607	2138	5167
YBR032W	chrII	301519	301821	+	303	33	41	66	53	104	68
YBR033W	chrII	301944	304703	+	2760	251	232	248	882	1084	913
YBR034C	chrII	304930	305976	-	1047	2923	2756	2700	3322	931	1009
YBR035C	chrII	306269	306955	-	687	4098	4134	4356	4376	4842	5494
snR161	chrII	307185	307345	-	161	3	15	8	7	10	4
YBR036C	chrII	309081	310313	-	1233	2978	2901	3232	4548	5158	4474
YBR037C	chrII	310565	311452	-	888	658	676	824	2903	4571	3363
YBR038W	chrII	311898	314789	+	2892	555	533	487	284	739	766
YBR039W	chrII	315575	316510	+	936	4913	4006	3701	8478	7035	8334
YBR040W	chrII	316968	317864	+	897	6	3	8	10	6	2
YBR041W	chrII	318266	320275	+	2010	1349	1253	1525	1997	1722	1944
YBR042C	chrII	320416	321609	-	1194	1075	1089	1069	1382	1409	1239
YBR043C	chrII	321876	323945	-	2070	2542	2606	2669	1305	1373	1851
YBR044C	chrII	324341	326059	-	1719	1074	1144	1317	2136	1954	1531
tV(UAC)B	chrII	326792	326865	-	74	0	0	6	2	2	1
YBR045C	chrII	328173	330092	-	1920	180	226	155	343	577	401
YBR046C	chrII	330507	331511	-	1005	469	506	1060	2416	2548	2977
YBR047W	chrII	331833	332360	+	528	756	826	1057	1109	808	863
YBR048W	chrII;chrII	332831;333387	332875;333812	+;+	471	9208	7642	9248	3011	1761	2935
YBR049C	chrII	334386	336818	-	2433	1290	933	1138	662	847	937
YBR050C	chrII	337183	338199	-	1017	40	40	146	222	166	257
YBR051W	chrII	337988	338338	+	351	1	5	12	8	8	4
YBR052C	chrII	338720	339352	-	633	2857	2998	4104	7916	10172	11152
YBR053C	chrII	339675	340751	-	1077	1628	1718	2040	6659	6410	7633
YBR054W	chrII	343101	344135	+	1035	7711	8485	8735	20224	6131	7884
YBR055C	chrII	344602	347301	-	2700	698	522	568	593	546	689
tL(UAA)B2	chrII	347603	347686	+	84	5	10	6	0	1	4
YBR056W	chrII	347879	349384	+	1506	1806	1960	2869	8498	11070	11216
tQ(UUG)B	chrII	350827	350898	+	72	3	3	0	2	4	1
YBR056W-A	chrII	351255	351455	+	201	23	25	20	58	57	26
YBR056C-B	chrII	351293	351451	-	159	0	0	0	0	0	0
YBR057C	chrII	352193	353293	-	1101	964	824	1145	916	1504	1296
YBR058C	chrII	353672	356017	-	2346	982	896	1154	1360	1020	1132
YBR058C-A	chrII	356324	356566	-	243	2348	2962	2486	1635	1901	2372
YBR059C	chrII	356861	360187	-	3327	817	735	1030	1777	2666	2843
YBR060C	chrII	360652	362514	-	1863	544	441	552	428	427	509
YBR061C	chrII	364787	365719	-	933	1102	818	783	531	366	418
YBR062C	chrII;chrII	365976;366585	366502;366600	-;-	543	968	1238	1023	5289	5661	4130
YBR063C	chrII	366970	368184	-	1215	269	276	313	583	714	558
YBR064W	chrII	367763	368191	+	429	1	1	0	4	2	5
YBR065C	chrII	368584	369678	-	1095	281	248	289	419	183	324
YBR066C	chrII	370037	370699	-	663	928	1170	826	598	2318	2054
YBR067C	chrII	372103	372735	-	633	2175	2152	4176	9022	7708	12162
YBR068C	chrII	373861	375690	-	1830	8402	7163	6285	6586	3276	2767
YBR069C	chrII	376574	378433	-	1860	3568	2874	3304	1447	411	955
YBR070C	chrII	379221	379934	-	714	790	752	804	384	563	355
YBR071W	chrII	380411	381046	+	636	1954	1623	791	1416	1984	1140
YBR072W	chrII	382030	382674	+	645	604	413	739	60229	72872	67385
YBR072C-A	chrII	382860	383021	-	162	15	13	6	5	17	5
YBR073W	chrII	383112	385988	+	2877	1500	1389	1385	1815	1292	742
YBR074W	chrII	386286	389216	+	2931	1050	1030	1148	780	730	918
YBR076W	chrII	390227	391291	+	1065	85	76	114	135	195	89
YBR076C-A	chrII	391351	391617	-	267	161	129	116	185	235	171
YBR077C	chrII	391805	392293	-	489	488	450	579	830	938	817
YBR078W	chrII;chrII	393123;393511	393180;394742	+;+	1290	8828	6821	7228	4788	4234	2909
YBR079C	chrII	395383	398277	-	2895	3396	2379	2782	2023	973	1382
YBR080C	chrII	398614	400890	-	2277	1229	836	1298	1998	2271	2047
YBR081C	chrII	401253	405251	-	3999	841	697	874	898	693	834
tR(UCU)B	chrII	405878	405949	+	72	0	0	0	5	20	11
tD(GUC)B	chrII	405960	406031	+	72	0	0	1	0	0	0
YBR082C	chrII;chrII	406628;407123	407027;407169	-;-	447	9723	9459	8882	11345	11713	10794
YBR083W	chrII	409169	410629	+	1461	745	409	555	328	220	282
YBR084W	chrII	411054	413981	+	2928	2842	2916	3121	1441	409	532
YBR084C-A	chrII;chrII	414186;415260	414753;415261	-;-	570	17977	14447	14922	6498	4035	6117
YBR085W	chrII	415983	416906	+	924	86	88	175	40	49	56
YBR085C-A	chrII	418907	419164	-	258	4936	6319	4427	11028	15084	11699
YBR086C	chrII	420201	423041	-	2841	2087	1752	1995	1870	3469	3572
YBR087W	chrII	423765	424829	+	1065	1862	2055	1709	1130	1173	1033
YBR088C	chrII	424990	425766	-	777	397	349	358	94	75	63
YBR089W	chrII	425183	425782	+	600	1	1	1	1	0	2
YBR089C-A	chrII	426190	426489	-	300	1301	1435	1180	1886	1931	1163
YBR090C	chrII;chrII	426333;426874	426516;427058	-;-	369	38	54	61	62	51	27
YBR091C	chrII	427155	427484	-	330	610	770	503	730	901	613
YBR092C	chrII	427698	429101	-	1404	3968	3283	2702	253	202	862
YBR093C	chrII	429548	430951	-	1404	1897	626	465	309	397	402
YBR094W	chrII	432036	434297	+	2262	608	430	651	1169	1146	1078
YBR095C	chrII	434406	435698	-	1293	679	610	702	834	946	719
YBR096W	chrII	436021	436713	+	693	2031	2413	2292	1985	2318	2538
YBR097W	chrII	436951	441315	+	4365	240	267	251	567	554	450
